job_id,title,company,location,source,posted_date,employment_type,experience_level,salary_min,salary_max,salary_currency,skills_raw,description,url,scraped_at
PbE618SSbHgPTVAKAAAAAA==,"2025-Data Analyst, Predictive Analytics, India- X Delivery",Boston Consulting Group,Gurugram,Boston Consulting Group,2025-12-01T00:00:00.000Z,Full–time,,2.0,4.0,,,"Locations: Bengaluru | Gurgaon

Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.

To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.

What You'll Do

As a part of BCG X A&A team, you will work closely with consulting teams on a diverse range of advanced analytics topics. You will have the opportunity to leverage analytical methodologies to deliver value to BCG's Consulting (case) teams and Practice Areas (domain) through providing analytics subject matter expertise, and accelerated execution support. You will collaborate with case teams to gather requirements, specify, design, develop, deliver and support analytic solutions serving client needs. You will provide technical support through deeper understanding of relevant data analytics solutions and processes to build high quality and efficient analytic solutions.

YOU'RE GOOD AT
• Working with case (and proposal) teams
• Acquiring deep expertise in at least one analytics topic & understanding of all analytics capabilities
• Defining and explaining expected analytics outcome; defining approach selection
• Delivering original analysis and insights to BCG teams, typically owning all or part of an analytics module and integrating with case teams
• Establishing credibility by thought partnering with case teams on analytics topics; drawing conclusions on a range of external and internal issues related to their module
• Communicating analytical insights through sophisticated synthesis and packaging of results (including PowerPoint presentation, Documents, dashboard and charts) with consultants, collects, synthesizes, analyses case team learning & inputs into new best practices and methodologies
• Build collateral of documents for enhancing core capabilities and supporting reference for internal documents; sanitizing confidential documents and maintaining a repository
• Able to lead workstreams and modules independently or with minimal supervision
• Ability to support business development activities (proposals, vignettes etc.) and build sales collateral to generate leads
• Team requirements: Guides juniors on analytical methodologies and platforms, and helps in quality checks
• Contributes to team's content & IP development
• Imparts technical trainings to team members and consulting cohort
• Technical Skills: Strong proficiency in statistics (concepts & methodologies like hypothesis testing, sampling, etc.) and its application & interpretation
• Hands-on data mining and predictive modeling experience (Linear Regression, Clustering (K-means, DBSCAN, etc.), Classification (Logistic regression, Decision trees/Random Forest/Boosted Trees), Timeseries (SARIMAX/Prophet)etc.
• Strong experience in at least one of the prominent cloud providers (Azure, AWS, GCP) and working knowledge of auto ML solutions (Sage Maker, Azure ML etc.)
• At least one tool in each category;
• Programming language - Python (Must have), (R Or SAS OR PySpark), SQL (Must have)
• Data Visualization (Tableau, QlikView, Power BI, Streamlit) ,
• Data management (using Alteryx, MS Access, or any RDBMS)
• ML Deployment tools (Airflow, MLflow Luigi, Docker etc.)
• Big data technologies ( Hadoop ecosystem, Spark)
• Data warehouse solutions (Teradata, Azure SQL DW/Synapse, Redshift, BigQuery etc,)
• Version Control (Git/Github/Git Lab)
• MS Office (Excel, PowerPoint, Word)
• Coding IDE (VS Code/PyCharm)
• GenAI tools (OpenAI, Google PaLM/BERT, Hugging Face, etc.)
• Functional Skills:
• Expertise in building analytical solutions and delivering tangible business value for clients (similar to the use cases below)
• Price optimization, promotion effectiveness, Product assortment optimization and sales force effectiveness, Personalization/Loyalty programs, Labor Optimization
• CLM and revenue enhancement (segmentation, cross-sell/up-sell, next product to buy, offer recommendation, loyalty, LTV maximization and churn prevention)
• Communicating with confidence and ease: You will be a clear and confident communicator, able to deliver messages in a concise manner with strong and effective written and verbal communication.

What You'll Bring
• Bachelor/Master's degree in a field linked to business analytics, statistics or economics, operations research, applied mathematics, computer science, engineering, or related field required; advanced degree preferred
• At least 2-4 years of relevant industry work experience providing analytics solutions in a commercial setting
• Prior work experience in a global organization, preferably in a professional services organization in data analytics role
• Demonstrated depth in one or more industries not limited to but including Retail, CPG, Healthcare, Telco etc
• Prior work experience in a global organization, preferably in a professional services organization in data analytics role to join our ranks. #BCGXjob #LI-ND1

Who You'll Work With

Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative solutions that help our clients tackle their most pressing issues. We design algorithms and build complex models out of large amounts of data.

Boston Consulting Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity / expression, national origin, disability, protected veteran status, or any other characteristic protected under national, provincial, or local law, where applicable, and those with criminal histories will be considered in a manner consistent with applicable state and local laws.

BCG is an E - Verify Employer. Click here for more information on E-Verify.",https://careers.bcg.com/jp/ja/job/53171/2025-Data-Analyst-Predictive-Analytics-India-X-Delivery?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.106204
zV93trEoIQjSUDlyAAAAAA==,Data Analyst Trainee,SparkNovaTechSolutions,Jaipur,LinkedIn,2025-12-02T00:00:00.000Z,Full–time,,,,,,"ABOUT THE ROLE

We are seeking a highly motivated and detail-oriented Data Analyst Trainee to join our dynamic team in Jaipur. This is an excellent opportunity for a recent graduate or a fresher looking to kickstart their career in the field of data analytics. You will work alongside experienced analysts and contribute to data-driven decision-making processes across the organization. You will receive hands-on training and mentorship to develop your skills in data collection, processing, analysis, and visualization.

RESPONSIBILITIES

- Assist in collecting and interpreting data from various sources.
- Clean, preprocess, and validate data to ensure accuracy and completeness.
- Perform initial analysis and identify trends, patterns, and insights.
- Support senior analysts in creating reports, dashboards, and visualizations.
- Collaborate with different teams to understand their data needs and provide support.
- Help maintain databases and data systems.
- Document data analysis processes and methodologies.

REQUIREMENTS

- Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
- Basic understanding of SQL and database concepts.
- Proficiency in Microsoft Excel for data manipulation and analysis.
- Familiarity with any data visualization tools like Tableau, Power BI, or Google Data Studio is a plus.
- Knowledge of statistical concepts is an advantage.
- Excellent written and verbal communication skills.
- A logical and systematic approach to problem-solving.
- Ability to work both independently and as part of a team.

QUALIFICATIONS

- Bachelor's degree in Statistics, Mathematics, Computer Science, Economics, or a related field.
- Recent graduates or final-year students are encouraged to apply.
- A strong passion for data and a desire to learn new technologies.

WHAT WE OFFER

- A structured training program and mentorship from industry experts.
- Exposure to real-world business problems and data sets.
- A collaborative and supportive work environment.
- Opportunity for a full-time position based on performance.
- Competitive stipend.",https://in.linkedin.com/jobs/view/data-analyst-trainee-at-sparknovatechsolutions-4325355125?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.107323
Jn6VdTB3O9gjgy1KAAAAAA==,"Sr. Data Analyst, AdTech/Omnichannel (Remote, India)",Jobgether,IN,JobTarget,2025-12-01T00:00:00.000Z,Full–time,,1.0,1.0,,,"Sr. Data Analyst, AdTech/Omnichannel (Remote, India)

This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Sr. Data Analyst, AdTech/Omnichannel in India.The Sr. Data Analyst will play a pivotal role in transforming complex data into actionable insights that drive strategic decision-making across digital advertising and omnichannel platforms. Working with cross-functional teams, you will manage and optimize data pipelines, implement workflow automation, and deliver high-impact analysis to support both internal stakeholders and external clients. This role offers the opportunity to work on advanced analytics platforms, enhance attribution models, and contribute to product innovation. You will operate in a remote-friendly environment with flexible working hours, collaborating closely with product, engineering, and client teams. The position is ideal for a proactive, technically skilled professional passionate about data, analytics, and AdTech/omnichannel solutions.Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. It compares your profile to the jobs core requirements and past success factors to determine your match score. Based on this analysis, we automatically shortlist the three candidates with the highest match to the role. When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest!
#LI-CL1",https://www.jobtarget.com/jobs/jt-xeiu7ynnwy/sr-data-analyst-adtechomnichannel-remote-india-india?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.107323
W8OFKr8XJhIoINtIAAAAAA==,Data Analyst - Ecommerce & D2C Insights,Wholsum Foods (Slurrp Farm and Mille),Gurugram,LinkedIn,2025-12-02T00:00:00.000Z,Full–time,,3.0,6.0,,,"Job Description: Data Analyst - Ecommerce & D2C Insights

WHAT WE DO AND WHO WE ARE

Join the dynamic team at Wholsum Foods and be part of an extraordinary movement! Our mission is simple: to change the way the world eats. With brands like Slurrp Farm and Mille, we offer healthy and delicious alternatives to the junk food epidemic. It's time to rediscover the nutritious traditions of our ancestors and embrace the power of millets like Ragi, Jowar, Bajra, and Foxtail Millet.

Led by founders Shauravi Malik and Meghana Narayan, we are food enthusiasts, entrepreneurs, and mothers committed to making a difference. We're expanding globally and seeking talented individuals who thrive in a collaborative, innovative, and high-growth environment. Join us and embark on a rewarding journey where you can grow professionally while having a blast!

At Wholsum Foods, we celebrate diversity and unity, all driven by a shared mission to revolutionize the way we eat. Our team is our greatest asset, and our core values - Relationship First, Dependable, Passionate, and Growth Mindset - bring out the best in each team member. We take pride in being an equal opportunity workplace, embracing individuals regardless of race, color, ancestry, religion, sex, sexual orientation, marital status, disability, or gender identity. Together, we will redefine the future of food!

We are also Great Place to Work Certified.

ABOUT THE ROLE:

We’re looking for a data-pro who can turn scattered information into sharp, actionable intelligence. Someone who enjoys connecting sales, marketing, supply chain, and customer behavior into one clean storyline — and can tell you what happened, why it happened, and what to do next.

This role directly influences marketing efficiency, revenue growth, supply chain planning, and website performance.

KEY RESPONSIBILITIES:

1. Business Intelligence & Daily Analytics
• Consolidate SKU-wise daily sales, spends, ROAS, supply chain fill rates, and availability data across all channels.
• Build unified dashboards that merge all these layers into a single view of truth.
• Use AI to automate insights, detect anomalies, and generate predictive commentary.

2. Root-Cause Diagnosis Across Functions
• Investigate business dips or changes and correlate multiple data streams to explain them.
• Example: If sales drop on a specific channel or SKU, break it down into:
• marketing spends → performance campaigns → traffic & CVR → availability → fill rate → dispatch delays → competition trends.
• Provide a clear narrative of what happened and why — and recommend actionable next steps.

3. Predictive Analytics & Stock Planning
• Build models to forecast demand, project stock requirement, and predict potential stockouts based on sales trends, seasonality, campaign plans, and category velocity.
• Help the supply planning team prepare accurate input planning and replenishment cycles.
• Flag risk zones early — possible OOS, aging inventory, slow movers, or demand spikes.

4. Marketing & Performance Optimization
• Analyze spends across Google, Meta, WhatsApp and identify leakages, inefficiencies, and opportunity losses.
• Build clear insights that connect marketing inputs to business outcomes.
• Identify experiments, measure results, and communicate insights simply and impactfully.

5. D2C Funnel & Website Journey Analytics
• Map and improve full funnel behavior from ads → landing page → add-to-cart → checkout → repeat.
• Identify friction points and work with product/dev teams to increase CVR and reduce drop-offs.
• Build cohorts, LTV models, retention triggers, and customer segments.

6. Tooling, Automation & Advanced Analytics
• Build automated reporting pipelines via SQL, Python/R, and dashboarding tools like Looker, Power BI, Tableau.
• Integrate multiple data sources (CRM, website analytics, marketing platforms, platform APIs).
• Use AI tools to increase speed, accuracy, and decision-making quality.

MUST HAVE SKILL:
• Solid in SQL, Python/R (bonus), Excel, GA4, Meta/Google dashboards, and BI tools.
• 3–6 years in data analytics within ecommerce, D2C, FMCG, or consumer internet.
• Strong understanding of performance marketing metrics, funnel analytics, and attribution.
• Experience with ecommerce/D2C platforms and multi-source data correlation.
• Ability to convert insights into clear business actions, not just reports.
• Experience forecasting demand, analyzing availability, and working with supply chain metrics.
• A mindset of investigation, experimentation, and continuous optimization.

NICE TO HAVE SKILLS
• Knowledge of CDPs (WebEngage, Clevertap, MoEngage).
• Basic understanding of API integrations and automation scripts.
• Experience with predictive models and time-series forecasting.

LOCATION: GOLF COURSE ROAD, GURUGRAM

START DATE: Immediately",https://in.linkedin.com/jobs/view/data-analyst-ecommerce-d2c-insights-at-wholsum-foods-slurrp-farm-and-mille-4325423887?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.107323
436YlVClQp5n922IAAAAAA==,Senior Data Analyst-Payments,Roku,Bengaluru,Roku Jobs,,Full–time,,1.0,1.0,,,"Teamwork makes the stream work.

Roku is changing how the world watches TV

Roku is the #1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.

From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.

About the Team 

The Core Payments team has been instrumental in Roku's exponential growth in online subscriptions, achieved through an in-streaming, on-TV purchase experience. Core Payments supports various teams across Roku; spanning multiple consumer interfaces, including TV, web, mobile, and advertising. These diverse teams have developed unique strategies for selling digital content access, encompassing Subscription Video on Demand/Transactional Video on Demand (SVOD/TVOD), company-branded devices, and on-device shoppable ads.

 About the Role 

We are seeking a Senior Data Analyst to join our dynamic Payments team. This individual will be tasked with investigating and developing solutions to track, monitor, and enhance our payment ecosystems. They will diagnose and proactively address emerging patterns, executing a strategy aimed at delivering an improved consumer and partner experience. The ideal candidate is analytically driven, detail-oriented, and possesses advanced problem-solving skills. They must have a deep understanding and experience in payments data, as they will collaborate closely with Product Managers and Operations teams to provide insights and performance-related details. 

What you'll be doing:
• Identify opportunities for improvement within our payment services, effectively communicating with product management and engineering teams 
• Lead the identification of issues and incidents, conduct business impact analysis, and engage with the wider team for resolution 
• Focus on optimising processing costs to deliver a positive impact on payment processing expenses 
• Oversee end-to-end payment processes and requirements, while contributing insights to develop world-class billing products and processes 
• Collaborate with internal teams to identify and implement strategies to accommodate evolving consumer payment preferences 
• Engage with internal and external partners to identify optimisation opportunities and contribute to building a world-class subscription payment processing and billing platform 
• Collaborate closely with the Payment Protection team to monitor fraud/risk patterns and minimise chargeback losses.

We're excited if you have:
• 8 years of experience as an Analyst, Consultant, or in a related occupation
• Quantitative analysis, including interpreting large, structured data and formulating recommendations 
• Performing data analysis, developing strategies, driving implementation, and delivering post-launch performance results 
• Strong proficiency in SQL, Hive QL, and Hadoop for data extraction and query optimization 
• Hands-on experience in visualization using Tableau or similar statistical/reporting packages 
• Proficiency in Python and Shell as scripting languages (preferred) 
• Advanced skills in MS Excel and MS PowerPoint 
• Experience in the payments/e-commerce domain 
• Working with transactional systems, processes, A/B tests, or analytics in a technology company 
• Real-world experience in Risk Management and Risk Analytics 
• Exposure to Incident/Escalations processes 
• In-depth knowledge of the Payment Product domain and Payment Service technical implementation stacks 
• Working collaboratively with multiple teams internally and externally 
• Bachelor's degree or foreign equivalent in Electronics Engineering, Mathematics, Statistics, Economics, Operations Research, Computer Science, or a related field 

Accommodations

Roku welcomes applicants of all backgrounds and provides reasonable accommodations and adjustments in accordance with applicable law. If you require reasonable accommodation at any point in the hiring process, please direct your inquiries to EmployeeRelations@Roku.com.

Our Hybrid Work Approach

Roku fosters an inclusive and collaborative environment where teams work in the office Monday through Thursday. Fridays are flexible for remote work except for employees whose roles are required to be in the office five days a week or employees who are in offices with a five day in office policy.

Benefits

Roku is committed to offering a diverse range of benefits as part of our compensation package to support our employees and their families. Our comprehensive benefits include global access to mental health and financial wellness support and resources. Local benefits include statutory and voluntary benefits which may include healthcare (medical, dental, and vision), life, accident, disability, commuter, and retirement options (401(k)/pension). Our employees can take time off work for vacation and other personal reasons to balance their evolving work and life needs. It's important to note that not every benefit is available in all locations or for every role. For details specific to your location, please consult with your recruiter.

The Roku Culture

Roku is a great place for people who want to work in a fast-paced environment where everyone is focused on the company's success rather than their own. We try to surround ourselves with people who are great at their jobs, who are easy to work with, and who keep their egos in check. We appreciate a sense of humor. We believe a fewer number of very talented folks can do more for less cost than a larger number of less talented teams. We're independent thinkers with big ideas who act boldly, move fast and accomplish extraordinary things through collaboration and trust. In short, at Roku you'll be part of a company that's changing how the world watches TV. 

We have a unique culture that we are proud of. We think of ourselves primarily as problem-solvers, which itself is a two-part idea. We come up with the solution, but the solution isn't real until it is built and delivered to the customer. That penchant for action gives us a pragmatic approach to innovation, one that has served us well since 2002. 

To learn more about Roku, our global footprint, and how we've grown, visit https://www.weareroku.com/factsheet.

By providing your information, you acknowledge that you want Roku to contact you about job roles, that you have read Roku's Applicant Privacy Notice, and understand that Roku will use your information as described in that notice. If you do not wish to receive any communications from Roku regarding this role or similar roles in the future, you may unsubscribe here at any time.",https://www.weareroku.com/jobs/senior-data-analyst-payments-bengaluru-karnataka-india?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.107323
orlaY7PgG9WiJ0NRAAAAAA==,Senior Analyst -Reporting Operation (Data Stewadship is must),Spectral Consultants,Bengaluru,LinkedIn,2025-12-03T04:00:00.000Z,Full–time,,3.0,7.0,,,"We’re Hiring | Senior Analyst – Reporting Ops | Bengalore | Immediate Joiners Only

Experience - 3-7 Years

Location- Bangalore

Key responsibilities:
• Lead daily & weekly reporting operations across Power BI or Qlik
• Ensure timely refresh & validation of dashboards
• Drive data investigations & root-cause analysis as per SOPs
• Oversee master data creation, maintenance & data quality
• Enforce data governance and stewardship standards
• Act as the primary point of contact for client communication & escalations
• Translate technical data issues into clear business insights

Required skills:
• 3–7 years in BI Operations / Reporting / Data Management
• Strong hands-on experience in Power BI / Qlik
• SQL proficiency and basic ETL understanding
• Experience with data stewardship, mastering & governance
• Excellent communication & stakeholder management skills
• Strong organizational and problem-solving ability",https://in.linkedin.com/jobs/view/senior-analyst-reporting-operation-data-stewadship-is-must-at-spectral-consultants-4348320546?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.107323
cr1kAjAVk9lQvoHaAAAAAA==,CarbyneTech - Data Analyst - R / Python,Carbynetech India Pvt Ltd,Hyderabad,Talent.com,2025-11-30T00:00:00.000Z,Full–time,,7.0,7.0,,,"Description : Job Overview :

We are seeking an experienced and highly analytical Senior Business Intelligence & Data Analyst to join our team.

In this role, you will collaborate with business stakeholders, data engineers, and data scientists to transform complex business needs into actionable insights and scalable data solutions.

You will be responsible for analyzing data, developing compelling dashboards, ensuring data quality, and supporting advanced analytics initiatives across the organization.

Key Responsibilities Collaboration & Requirements Gathering :
• Collaborate closely with business stakeholders to understand strategic objectives, gather detailed business requirements, and translate them into effective data-driven solutions.
• Lead and facilitate User Acceptance Testing (UAT) sessions, ensuring delivered solutions meet business expectations.
• Act as a trusted advisor to stakeholders by recommending analytical approaches and data-driven improvements.

Data Analysis & Insights :
• Analyze large volumes of structured and unstructured data using tools such as SQL, Power BI, and Excel to uncover trends, patterns, and insights.
• Perform deep-dive analyses and build data models to support decision-making and operational improvements.
• Present findings in a clear, compelling manner to both technical and non-technical audiences.

Reporting & Visualization :
• Develop, maintain, and optimize interactive dashboards, reports, and visualizations that empower business users with self-service analytics.
• Establish best practices for data visualization, report design, and performance optimization.

Data Engineering & Advanced Analytics Support :
• Partner closely with data engineers to ensure data pipelines, ETL processes, and data models meet analytical and reporting requirements.
• Collaborate with data scientists to support advanced analytics, machine learning initiatives, and model deployment activities.

Data Quality & Governance :
• Conduct data profiling, validation, cleansing, and reconciliation to ensure the accuracy, completeness, and reliability of data.
• Support data governance initiatives by documenting data definitions, lineage, and quality standards.

Required Skills & Qualifications :
• 7+ years of experience in business intelligence, data analysis, or similar roles.
• Strong proficiency with Power BI, SQL, and Excel, including advanced data manipulation and visualization skills.
• Hands-on experience working with the Azure Data Ecosystem (e.g., Azure Data Factory, Azure Synapse, Azure SQL, Data Lake).
• Proven track record in stakeholder management, with the ability to translate business needs into technical solutions.
• Solid understanding of data modeling concepts, including experience working with dimensional models and star / snowflake schemas.
• Excellent verbal and written communication skills, with the ability to present complex concepts clearly to diverse audiences.
• Strong problem-solving abilities and the capability to work both independently and collaboratively in a dynamic, fast-paced environment.

Preferred Qualifications (Optional) (Include if desired) :
• Experience with Python or R for data analysis.
• Familiarity with machine learning concepts.
• Exposure to DevOps or CI / CD processes in data environments.
• Experience implementing BI governance or Center of Excellence (CoE) frameworks

(ref : hirist.tech)",https://in.talent.com/view?id=96c58722e64e&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.107323
6sr1FeUkK75XuUOSAAAAAA==,Data Analyst Executive & Trainer,Finprov Learning PVT LTD,IN,Glassdoor,2025-11-30T00:00:00.000Z,Full–time,,1.0,1.0,₹,,"Job Description

We are looking for a Data Analyst who will be responsible for conducting data analysis and delivering insightful reports while also training students and internal trainers. The ideal candidate should have strong analytical skills, a passion for teaching, and the ability to translate complex data into actionable insights.

Key Responsibilities

1. Training & Facilitation

● Design and develop training materials, case studies, and real-time projects for students.

● Develop structured Train the Trainer (TTT) programs to train internal trainers on data analytic tools and methodologies.

● Conduct hands-on training sessions for students on topics related to data analytics and data visualization and make them capable to independently perform tasks.

● Continuously update training materials to incorporate the latest tools, technologies, and best practices in data analytics.

● Use engaging teaching methods, such as case studies, group discussions, and handson exercises, to enhance student understanding and retention.

2. Data Analysis & Reporting

● Develop and maintain dashboards, reports, and visualizations using tools like Excel, Power BI, or Tableau to provide meaningful insights for business decisions.

● Work with cross-functional teams to understand business needs and translate them into actionable data insights.

● Continuously monitor and analyze operational data, highlighting critical trends and areas requiring management attention.

● Generate and present periodic reports (daily, weekly, monthly) to management on key business metrics and performance trends.

Skills & Qualifications Must-Have:

● Bachelor's or Master’s degree in any field, preferably commerce.

● Strong knowledge of SQL, Excel, Power BI, Tableau, Python, or R.

● Proven experience in data analysis, visualization, and reporting.

● Passion for upskilling and mentoring students and trainers.

● Fluency in Malayalam and English.

Job Types: Full-time, Permanent

Pay: ₹23,000.00 - ₹30,000.00 per month

Application Question(s):
• Are you interested in teaching?

Education:
• Bachelor's (Required)

Experience:
• Data analytics: 1 year (Required)

Language:
• English (Required)
• Malayalam (Required)

Work Location: In person","https://www.glassdoor.co.in/job-listing/data-analyst-executive-and-trainer-finprov-learning-pvt-ltd-JV_KO0,34_KE35,59.htm?jl=1009955061968&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",2025-12-03T14:07:29.107323
mcDrJ6i851fLF0oXAAAAAA==,Lead Data Analyst,"Pretium Enterprise Services, India",Palakkad,WhatJobs,2025-11-29T00:00:00.000Z,Full–time,,6.0,6.0,,,"Key Responsibilities
Design, develop, and maintain interactive dashboards and reports using Power BI.
Write optimized SQL queries for data extraction, transformation, and analysis across multiple databases.
Perform advanced Excel modelling, including pivot tables, Power Query, and VBA (optional).
Collaborate with cross-functional teams to understand business requirements and translate them into analytical solutions.
Conduct data profiling, cleansing, and validation to ensure data integrity and accuracy.
Present insights and recommendations to senior leadership through compelling visualizations and storytelling.
Monitor KPIs and build automated reporting frameworks to support operational and strategic goals.
Mentor junior analysts and contribute to analytics best practices and governance.

Required Skills & Qualifications
Bachelor’s or Master’s degree .
6+ years of experience in data analytics or business intelligence roles.
Expert-level proficiency in Power BI, SQL (T-SQL, PL/SQL), and Microsoft Excel.
Strong understanding of data warehousing concepts and relational databases.
Experience with cloud data platforms (e.g., Azure, Snowflake, AWS) is a plus.
Excellent communication and stakeholder management skills.
Ability to work independently and manage multiple priorities in a fast-paced environment.",https://en-in.whatjobs.com/jobs/lead-data-analyst?id=209204842&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.107323
SZltuEqH6vto11_HAAAAAA==,Data Analyst / MIS Expert,TRS Staffing,Noida,TRS Staffing Solutions,2025-11-12T00:00:00.000Z,Full–time,,5.0,5.0,,,"Position: Data Analyst / MIS Expert

Industry: Engineering, Procurement, and Construction (EPC)

Location: Noida, Uttar Pradesh

Experience: 5+ years in data analytics, reporting, and presentation development.

Client Overview

Our client is a leading organization in the telecom and EPC sectors, recognized for delivering end-to-end infrastructure solutions. They specialize in optical fiber and power cable manufacturing, along with turnkey projects for telecom networks, power distribution, water supply, and gas pipelines. With a strong market presence and commitment to innovation, the client continues to set industry benchmarks, offering professionals the opportunity to work on impactful and large-scale projects

Responsibilities
• Develop comprehensive and visually effective PowerPoint presentations to communicate project progress, insights, and analysis to stakeholders.
• Perform data analysis to extract actionable insights supporting EPC project decision-making.
• Create, maintain, and optimize interactive dashboards and reports using Power BI.
• Analyze large datasets using advanced MS Excel skills including pivot tables, formulas, macros, and data visualization.
• Collaborate with project teams to gather data requirements and translate them into clear visual reports.
• Support project performance monitoring, risk assessments, and operational analytics.
• Ensure accuracy, consistency, and integrity of data in all reports and presentations.

Required Skills and Qualifications
• Proven experience in preparing high-quality PowerPoint presentations tailored for technical and non-technical audiences.
• Strong proficiency in Power BI for building dashboards and reporting solutions.
• Advanced Microsoft Excel skills, including data analysis tools, complex formulas, pivot tables, and VBA macros.
• Solid understanding of data analytics principles and ability to interpret complex datasets.
• Experience working in EPC or related engineering/project environments is preferred.
• Excellent communication and presentation skills.
• Detail-oriented with strong organizational and problem-solving abilities.

Preferred Qualifications
• Bachelor’s degree in any specialization / Statistics, Computer Science, Business Analytics, Data Science or a related field.
• Familiarity with additional data visualization tools or programming languages (e.g., Python, SQL) is a plus.

Knowledge of EPC project management processes and key performance indicators",https://www.trsstaffing.com/job/data-analyst-mis-expert-in-india-noida-uttar-pradesh-jid-39482?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-12-03T14:07:29.107323
